bid,ask,bid_vol,ask_vol,time
1.1001400000000001,1.10017,2059999.9428,3559999.9428,2019-11-27T13:45:00.135000Z
1.1001400000000001,1.10016,2809999.9428,750000.0,2019-11-27T13:45:00.236000Z
1.1001400000000001,1.10017,5590000.1526,1500000.0,2019-11-27T13:45:00.388000Z
1.10015,1.10017,1200000.0477,1500000.0,2019-11-27T13:45:00.489000Z
1.10015,1.10016,639999.9857,750000.0,2019-11-27T13:45:00.973000Z
1.10016,1.10017,449999.9881,1500000.0,2019-11-27T13:45:01.075000Z
1.10015,1.10017,4119999.8856,1500000.0,2019-11-27T13:45:02.646000Z
1.10016,1.10017,750000.0,1500000.0,2019-11-27T13:45:06.122000Z
1.10015,1.10017,3000000.0,1500000.0,2019-11-27T13:45:06.572000Z
1.10016,1.10017,750000.0,1500000.0,2019-11-27T13:45:06.907000Z
1.10015,1.10017,2619999.8856,750000.0,2019-11-27T13:45:08.904000Z
1.10016,1.10017,750000.0,750000.0,2019-11-27T13:45:09.352000Z
1.10016,1.10018,2250000.0,1500000.0,2019-11-27T13:45:09.630000Z
1.10018,1.1002100000000001,5510000.2289,3450000.0477,2019-11-27T13:45:10.273000Z
1.10019,1.1002100000000001,939999.9976,1500000.0,2019-11-27T13:45:10.375000Z
1.1002,1.1002100000000001,750000.0,750000.0,2019-11-27T13:45:11.252000Z
1.10019,1.1002100000000001,939999.9976,2250000.0,2019-11-27T13:45:11.353000Z
1.1002100000000001,1.1002200000000002,189999.9976,3369999.8856,2019-11-27T13:45:11.454000Z
1.10023,1.10024,750000.0,750000.0,2019-11-27T13:45:11.786000Z
1.1002200000000002,1.10024,1120000.0048,750000.0,2019-11-27T13:45:11.888000Z
1.1002100000000001,1.10024,4760000.2289,2250000.0,2019-11-27T13:45:12.362000Z
1.1002200000000002,1.10024,750000.0,1500000.0,2019-11-27T13:45:12.513000Z
1.1002200000000002,1.10023,750000.0,750000.0,2019-11-27T13:45:12.614000Z
1.1002200000000002,1.10024,750000.0,750000.0,2019-11-27T13:45:13.875000Z
1.1002100000000001,1.10024,3369999.8856,3819999.9332,2019-11-27T13:45:14.347000Z
1.1002100000000001,1.1002200000000002,939999.9976,750000.0,2019-11-27T13:45:14.398000Z
1.1002,1.1002200000000002,2509999.9905,1500000.0,2019-11-27T13:45:14.500000Z
1.10019,1.1002100000000001,1690000.0572,750000.0,2019-11-27T13:45:14.601000Z
1.10019,1.1002,939999.9976,750000.0,2019-11-27T13:45:14.781000Z
1.10018,1.10019,750000.0,750000.0,2019-11-27T13:45:14.883000Z
1.10017,1.10019,1120000.0048,750000.0,2019-11-27T13:45:15.035000Z
1.10018,1.1002,750000.0,3000000.0,2019-11-27T13:45:15.954000Z
1.10017,1.1002,4389999.8665,2250000.0,2019-11-27T13:45:21.310000Z
1.10018,1.1002,750000.0,750000.0,2019-11-27T13:45:21.411000Z
1.10019,1.1002,819999.9928,750000.0,2019-11-27T13:45:21.614000Z
1.1002,1.1002100000000001,1500000.0,750000.0,2019-11-27T13:45:21.716000Z
1.10023,1.10024,750000.0,449999.9881,2019-11-27T13:45:21.817000Z
1.10023,1.10025,1500000.0,1500000.0,2019-11-27T13:45:21.989000Z
1.10024,1.10025,449999.9881,1500000.0,2019-11-27T13:45:23.996000Z
1.10023,1.10025,3069999.9332,1500000.0,2019-11-27T13:45:24.109000Z
1.10024,1.10025,449999.9881,1500000.0,2019-11-27T13:45:24.322000Z
1.10023,1.10025,3819999.9332,1500000.0,2019-11-27T13:45:25.572000Z
1.10024,1.10025,100000.0015,750000.0,2019-11-27T13:45:30.385000Z
1.1002200000000002,1.10025,4460000.0381,750000.0,2019-11-27T13:45:30.584000Z
1.10023,1.10025,819999.9928,1500000.0,2019-11-27T13:45:30.786000Z
1.1002200000000002,1.10025,3190000.0572,1500000.0,2019-11-27T13:45:32.319000Z
1.10023,1.10025,750000.0,1500000.0,2019-11-27T13:45:34.063000Z
1.10023,1.10024,1570000.0525,750000.0,2019-11-27T13:45:37.637000Z
1.1002200000000002,1.10024,5510000.2289,750000.0,2019-11-27T13:45:41.062000Z
1.10023,1.10024,750000.0,750000.0,2019-11-27T13:45:52.210000Z
1.1002200000000002,1.10024,1120000.0048,750000.0,2019-11-27T13:45:53.066000Z
1.10023,1.10024,750000.0,750000.0,2019-11-27T13:45:53.591000Z
1.1002200000000002,1.10024,2619999.8856,750000.0,2019-11-27T13:45:57.145000Z
1.10024,1.10026,750000.0,3190000.0572,2019-11-27T13:45:59.911000Z
1.10026,1.10028,750000.0,3750000.0,2019-11-27T13:45:59.962000Z
1.10027,1.10029,819999.9928,1649999.9762,2019-11-27T13:46:00.063000Z
1.10025,1.10027,3000000.0,1570000.0525,2019-11-27T13:46:05.039000Z
1.10025,1.10026,3190000.0572,750000.0,2019-11-27T13:46:05.141000Z
1.10024,1.10027,939999.9976,2319999.9332,2019-11-27T13:46:08Z
1.10024,1.10026,939999.9976,939999.9976,2019-11-27T13:46:08.102000Z
1.10024,1.10027,1759999.9905,4570000.1717,2019-11-27T13:46:08.859000Z
1.10024,1.10026,1950000.0477,819999.9928,2019-11-27T13:46:09.095000Z
1.10024,1.10025,1500000.0,100000.0015,2019-11-27T13:46:10.126000Z
1.10023,1.10025,2509999.9905,259999.9905,2019-11-27T13:46:10.227000Z
1.10024,1.10025,750000.0,259999.9905,2019-11-27T13:46:11.390000Z
1.10023,1.10026,3339999.9142,750000.0,2019-11-27T13:46:11.493000Z
1.10024,1.10026,370000.0048,2250000.0,2019-11-27T13:46:12.543000Z
1.10023,1.10025,750000.0,1570000.0525,2019-11-27T13:46:15.221000Z
1.1002200000000002,1.10024,819999.9928,1500000.0,2019-11-27T13:46:15.323000Z
1.10024,1.10025,750000.0,750000.0,2019-11-27T13:46:16.199000Z
1.10023,1.10025,4650000.0954,750000.0,2019-11-27T13:46:16.301000Z
1.10024,1.10025,750000.0,1500000.0,2019-11-27T13:46:16.654000Z
1.10024,1.10026,100000.0015,1500000.0,2019-11-27T13:46:16.756000Z
1.10023,1.10026,4570000.1717,750000.0,2019-11-27T13:46:16.857000Z
1.10024,1.10026,750000.0,750000.0,2019-11-27T13:46:17.248000Z
1.10024,1.10025,750000.0,750000.0,2019-11-27T13:46:22.817000Z
1.10023,1.10025,819999.9928,750000.0,2019-11-27T13:46:22.918000Z
1.10024,1.10026,100000.0015,1570000.0525,2019-11-27T13:46:23.830000Z
1.10024,1.10026,819999.9928,1570000.0525,2019-11-27T13:46:27.566000Z
1.10024,1.10026,100000.0015,2319999.9332,2019-11-27T13:46:33.556000Z
