,bid,ask,bid_vol,ask_vol,time
0,1.11871,1.1187500000000001,2140000.1049,2440000.0572,2019-12-30T13:45:00.140000Z
1,1.1187200000000002,1.11874,370000.0048,1120000.0048,2019-12-30T13:45:00.838000Z
2,1.11871,1.11874,2509999.9905,1120000.0048,2019-12-30T13:45:01.169000Z
3,1.11871,1.11873,2509999.9905,750000.0,2019-12-30T13:45:01.270000Z
4,1.11871,1.1187200000000002,750000.0,189999.9976,2019-12-30T13:45:02.616000Z
5,1.1187,1.1187200000000002,1389999.9857,189999.9976,2019-12-30T13:45:06.128000Z
6,1.1187,1.11871,750000.0,560000.0024,2019-12-30T13:45:06.230000Z
7,1.11869,1.1187,750000.0,939999.9976,2019-12-30T13:45:06.331000Z
8,1.11867,1.1187,100000.0015,1690000.0572,2019-12-30T13:45:06.433000Z
9,1.11866,1.1187,2400000.0954,939999.9976,2019-12-30T13:45:06.534000Z
10,1.11866,1.11869,2890000.1049,370000.0048,2019-12-30T13:45:08.744000Z
11,1.1186500000000001,1.11868,1570000.0525,189999.9976,2019-12-30T13:45:08.845000Z
12,1.11864,1.11867,5139999.8665,2059999.9428,2019-12-30T13:45:09.149000Z
13,1.11863,1.1186500000000001,1870000.0048,560000.0024,2019-12-30T13:45:09.250000Z
14,1.1186200000000002,1.1186500000000001,1500000.0,639999.9857,2019-12-30T13:45:09.352000Z
15,1.11863,1.11866,1500000.0,1309999.9428,2019-12-30T13:45:10.067000Z
16,1.11864,1.11867,1500000.0,4119999.8856,2019-12-30T13:45:10.169000Z
17,1.11863,1.1186500000000001,1120000.0048,939999.9976,2019-12-30T13:45:11.120000Z
18,1.11863,1.1186500000000001,750000.0,1309999.9428,2019-12-30T13:45:12.685000Z
19,1.11861,1.11864,3150000.0954,189999.9976,2019-12-30T13:45:13.636000Z
20,1.1186,1.11863,750000.0,819999.9928,2019-12-30T13:45:13.777000Z
21,1.1186,1.1186200000000002,750000.0,189999.9976,2019-12-30T13:45:13.879000Z
22,1.1186,1.11864,4869999.8856,3450000.0477,2019-12-30T13:45:14.385000Z
23,1.11863,1.11864,750000.0,1570000.0525,2019-12-30T13:45:14.436000Z
24,1.11863,1.11866,939999.9976,639999.9857,2019-12-30T13:45:14.537000Z
25,1.1186500000000001,1.11867,750000.0,2440000.0572,2019-12-30T13:45:15.269000Z
26,1.11864,1.11868,3190000.0572,1500000.0,2019-12-30T13:45:15.370000Z
27,1.11866,1.11868,939999.9976,1690000.0572,2019-12-30T13:45:15.478000Z
28,1.11866,1.11869,3190000.0572,750000.0,2019-12-30T13:45:16.108000Z
29,1.11866,1.11868,1870000.0048,750000.0,2019-12-30T13:45:16.512000Z
30,1.1186500000000001,1.11867,1309999.9428,750000.0,2019-12-30T13:45:16.881000Z
31,1.1186500000000001,1.11866,750000.0,750000.0,2019-12-30T13:45:16.982000Z
32,1.11864,1.11866,750000.0,939999.9976,2019-12-30T13:45:17.134000Z
33,1.11864,1.1186500000000001,750000.0,1500000.0,2019-12-30T13:45:17.387000Z
34,1.1186200000000002,1.1186500000000001,4460000.0381,1690000.0572,2019-12-30T13:45:17.438000Z
35,1.1186200000000002,1.11864,750000.0,750000.0,2019-12-30T13:45:17.539000Z
36,1.11861,1.11864,939999.9976,2250000.0,2019-12-30T13:45:17.641000Z
37,1.1186200000000002,1.1186500000000001,819999.9928,2319999.9332,2019-12-30T13:45:18.061000Z
38,1.11864,1.1186500000000001,750000.0,939999.9976,2019-12-30T13:45:18.163000Z
39,1.11863,1.1186500000000001,750000.0,750000.0,2019-12-30T13:45:18.265000Z
40,1.1186200000000002,1.1186500000000001,1120000.0048,3559999.9428,2019-12-30T13:45:18.366000Z
41,1.1186200000000002,1.11864,750000.0,1500000.0,2019-12-30T13:45:18.468000Z
42,1.1186,1.1186200000000002,1870000.0048,750000.0,2019-12-30T13:45:19.049000Z
43,1.11859,1.1186,4010000.2289,750000.0,2019-12-30T13:45:19.176000Z
44,1.11857,1.11859,819999.9928,1120000.0048,2019-12-30T13:45:19.280000Z
45,1.11858,1.1186,750000.0,939999.9976,2019-12-30T13:45:19.382000Z
46,1.11859,1.1186,750000.0,750000.0,2019-12-30T13:45:19.483000Z
47,1.11858,1.1186,750000.0,2059999.9428,2019-12-30T13:45:20.130000Z
48,1.11857,1.11859,1120000.0048,750000.0,2019-12-30T13:45:20.181000Z
49,1.11857,1.11858,750000.0,750000.0,2019-12-30T13:45:20.334000Z
50,1.11857,1.11859,750000.0,3819999.9332,2019-12-30T13:45:22.831000Z
51,1.11856,1.11859,939999.9976,2319999.9332,2019-12-30T13:45:25.148000Z
52,1.11857,1.11859,750000.0,1500000.0,2019-12-30T13:45:26.714000Z
53,1.11856,1.11859,2059999.9428,750000.0,2019-12-30T13:45:27.687000Z
54,1.11856,1.11858,939999.9976,1120000.0048,2019-12-30T13:45:27.795000Z
55,1.1185500000000002,1.11857,750000.0,1120000.0048,2019-12-30T13:45:28.978000Z
56,1.1185500000000002,1.11856,750000.0,750000.0,2019-12-30T13:45:29.080000Z
57,1.11853,1.1185500000000002,2809999.9428,189999.9976,2019-12-30T13:45:29.610000Z
58,1.11854,1.1185500000000002,1500000.0,370000.0048,2019-12-30T13:45:30.180000Z
59,1.1185500000000002,1.11857,750000.0,2140000.1049,2019-12-30T13:45:30.268000Z
60,1.11854,1.11857,3559999.9428,750000.0,2019-12-30T13:45:31.440000Z
61,1.11854,1.11858,3190000.0572,939999.9976,2019-12-30T13:45:34.281000Z
62,1.1185500000000002,1.11857,189999.9976,750000.0,2019-12-30T13:45:40.760000Z
63,1.11856,1.11858,750000.0,259999.9905,2019-12-30T13:45:45.039000Z
64,1.11856,1.11859,2059999.9428,4869999.8856,2019-12-30T13:45:45.506000Z
65,1.11859,1.11861,750000.0,3450000.0477,2019-12-30T13:45:45.608000Z
66,1.1186200000000002,1.11864,1500000.0,4010000.2289,2019-12-30T13:45:45.723000Z
67,1.11863,1.11864,560000.0024,750000.0,2019-12-30T13:45:45.827000Z
68,1.1186200000000002,1.11864,2619999.8856,1690000.0572,2019-12-30T13:45:45.928000Z
